"elementId","source","line","surface","kind","label","ownerComponent","effectiveHandlerEvent","actionType","mappingStatus","mappingConfidence","handlerChain","delegatedCallbacks","usedBySurfaces","routeTargets","apiCalls","resourceOperations","contextResources","prismaModels","contextModels","permissionPolicies","allowedRoles","rowPolicy","scopedRead","loadingState","successState","errorState","confirmationState","browserActions","helperCalls","localMutations","uxStateCandidates"
"route.ceo-commands.form-control.topic","app/(app)/ceo-commands/page.jsx","225","route.ceo-commands","form-control","topic","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.message","app/(app)/ceo-commands/page.jsx","226","route.ceo-commands","form-control","message","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.targetemail","app/(app)/ceo-commands/page.jsx","227","route.ceo-commands","form-control","targetEmail","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.duedate.2","app/(app)/ceo-commands/page.jsx","228","route.ceo-commands","form-control","dueDate","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.priority.2","app/(app)/ceo-commands/page.jsx","229","route.ceo-commands","form-control","priority","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.title.2","app/(app)/ceo-commands/page.jsx","233","route.ceo-commands","form-control","title","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.message.2","app/(app)/ceo-commands/page.jsx","234","route.ceo-commands","form-control","message","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.audience","app/(app)/ceo-commands/page.jsx","235","route.ceo-commands","form-control","audience","CeoCommandsPage","onChange","form-control","classified-local","high","","","","body.destination","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.ceo-commands.form-control.role","app/(app)/ceo-commands/page.jsx","236","route.ceo-commands","form-control","role","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.title.3","app/(app)/ceo-commands/page.jsx","240","route.ceo-commands","form-control","title","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.note.2","app/(app)/ceo-commands/page.jsx","241","route.ceo-commands","form-control","note","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.approverrole","app/(app)/ceo-commands/page.jsx","242","route.ceo-commands","form-control","approverRole","CeoCommandsPage","form:onSubmit","form-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.form-control.input","app/(app)/ceo-commands/page.jsx","245","route.ceo-commands","form-control","","CeoCommandsPage","onChange","form-control","classified-local","high","","","","body.destination","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.ceo-commands.action.button","app/(app)/ceo-commands/page.jsx","246","route.ceo-commands","action","","CeoCommandsPage","form:onSubmit","disabled-control","handler-resolved","high","newIds | payloadFromForm | submit","","","body.destination","POST /api/ceo/v1/command-gateway","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","DIRECTOR | HR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault | submittingRef.current",""
"route.ceo-commands.action.load.2","app/(app)/ceo-commands/page.jsx","253","route.ceo-commands","action","","CeoCommandsPage","onClick","data-action","handler-resolved","high","load","","","body.destination","GET /api/ceo/v1/command-gateway?limit=75 | GET /api/ceo/v1/identity/session | GET /api/ceo/v1/registry","","","CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoGlobalIdentity | CeoPortalSession | CeoRecoveryCode","","explicit-rbac","","false","false","not-required","not-required","handled-candidate","not-required","","","",""
"route.ceo-commands.action.openrecord-delivery","app/(app)/ceo-commands/page.jsx","262","route.ceo-commands","action","","CeoCommandsPage","onClick","navigation","handler-resolved","high","openRecord","","","body.destination","POST /api/ceo/v1/sso/authorize","","","AuditLog | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState | CeoSsoAuthorizationCode","","explicit-rbac","DIRECTOR","false","false","not-required","not-required","not-required","not-required","window.location.assign","","",""
"route.ceo-commands.action.reconcile-delivery","app/(app)/ceo-commands/page.jsx","262","route.ceo-commands","action","","CeoCommandsPage","onClick","data-action","handler-resolved","high","reconcile","","","body.destination","POST /api/ceo/v1/command-gateway/*/reconcile","","","AuditLog | CeoCommandDelivery | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession","","explicit-rbac","DIRECTOR","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","","","",""
"route.ceo-inbox.action.sync","app/(app)/ceo-inbox/page.jsx","163","route.ceo-inbox","action","","CeoInboxPage","onClick","data-action","handler-resolved","high","sync","","","","POST /api/ceo/v1/messaging/directory","","","AuditLog | CeoDirectoryProfileCache | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoRolloutState","","explicit-rbac","","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","","","",""
"route.ceo-inbox.navigation.api-ceo-v1-messaging-export","app/(app)/ceo-inbox/page.jsx","163","route.ceo-inbox","navigation","/api/ceo/v1/messaging/export","CeoInboxPage","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.ceo-inbox.navigation.ceo-overview","app/(app)/ceo-inbox/page.jsx","163","route.ceo-inbox","navigation","/ceo-overview","CeoInboxPage","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.ceo-inbox.navigation.ceo-registry","app/(app)/ceo-inbox/page.jsx","166","route.ceo-inbox","navigation","/ceo-registry","CeoInboxPage","","navigation","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.ceo-inbox.action.load","app/(app)/ceo-inbox/page.jsx","167","route.ceo-inbox","action","","CeoInboxPage","onClick","data-action","handler-resolved","high","load","","","","GET /api/ceo/v1/identity/session | GET /api/ceo/v1/messaging/conversations | GET /api/ceo/v1/messaging/directory","","","AuditLog | CeoDirectoryProfileCache | CeoEntityMembership | CeoGlobalIdentity | CeoPortalSession | CeoRecoveryCode | CeoUnifiedConversation | CeoUnifiedMessage","","explicit-rbac","","false","false","not-required","not-required","handled-candidate","not-required","","","",""
"route.ceo-inbox.form-submit.form","app/(app)/ceo-inbox/page.jsx","171","route.ceo-inbox","form-submit","—","CeoInboxPage","onSubmit","data-action","handler-resolved","high","create","","","","POST /api/ceo/v1/messaging/conversations","","","AuditLog | CeoDirectoryProfileCache | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoUnifiedConversation","","explicit-rbac","DIRECTOR","false","false","disabled-binding","toast-or-state","handled-candidate","not-required","","","event.preventDefault",""
"route.ceo-inbox.form-control.select","app/(app)/ceo-inbox/page.jsx","173","route.ceo-inbox","form-control","—","CeoInboxPage","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.ceo-inbox.form-control.select.2","app/(app)/ceo-inbox/page.jsx","174","route.ceo-inbox","form-control","","CeoInboxPage","onChange","form-control","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.ceo-inbox.form-control.select.3","app/(app)/ceo-inbox/page.jsx","175","route.ceo-inbox","form-control","—","CeoInboxPage","form:onSubmit","form-control","handler-resolved","high","create","","","","POST /api/ceo/v1/messaging/conversations","","","AuditLog | CeoDirectoryProfileCache | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoUnifiedConversation","","explicit-rbac","DIRECTOR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault",""
"route.ceo-inbox.action.button","app/(app)/ceo-inbox/page.jsx","176","route.ceo-inbox","action","","CeoInboxPage","form:onSubmit","disabled-control","handler-resolved","high","create","","","","POST /api/ceo/v1/messaging/conversations","","","AuditLog | CeoDirectoryProfileCache | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoUnifiedConversation","","explicit-rbac","DIRECTOR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault",""
"route.ceo-inbox.action.setselectedid-conversation-id","app/(app)/ceo-inbox/page.jsx","180","route.ceo-inbox","action","","CeoInboxPage","onClick","local-state","classified-local","high","","","","","","","","","","","","false","false","not-required","not-required","not-required","not-required","","","",""
"route.ceo-inbox.action.refresh","app/(app)/ceo-inbox/page.jsx","188","route.ceo-inbox","action","","CeoInboxPage","onClick","data-action","handler-resolved","high","load | refresh","","","","GET /api/ceo/v1/identity/session | GET /api/ceo/v1/messaging/conversations | GET /api/ceo/v1/messaging/directory | POST /api/ceo/v1/messaging/conversations/*/refresh","","","AuditLog | CeoDirectoryProfileCache | CeoEntityMembership | CeoEntityRegistry | CeoGlobalIdentity | CeoPortalSession | CeoRecoveryCode | CeoRolloutState | CeoUnifiedConversation | CeoUnifiedMessage","","explicit-rbac","DIRECTOR","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","","","",""
"route.ceo-inbox.action.reconcile-message","app/(app)/ceo-inbox/page.jsx","191","route.ceo-inbox","action","","CeoInboxPage","onClick","data-action","handler-resolved","high","loadThread | reconcile","","","","GET /api/ceo/v1/messaging/conversations/* | POST /api/ceo/v1/messaging/messages/*/reconcile","","","AuditLog | CeoEntityMembership | CeoEntityRegistry | CeoPortalSession | CeoUnifiedConversation | CeoUnifiedMessage","","explicit-rbac","DIRECTOR","false","false","async-button-guard","toast-or-state","handled-candidate","not-required","","","",""
"route.ceo-inbox.action.button.2","app/(app)/ceo-inbox/page.jsx","193","route.ceo-inbox","action","","CeoInboxPage","form:onSubmit","disabled-control","handler-resolved","high","load | loadThread | newKeys | send","","","","GET /api/ceo/v1/identity/session | GET /api/ceo/v1/messaging/conversations | GET /api/ceo/v1/messaging/conversations/* | GET /api/ceo/v1/messaging/directory | POST /api/ceo/v1/messaging/conversations/*/messages","","","AuditLog | CeoDirectoryProfileCache | CeoEntityMembership | CeoEntityRegistry | CeoGlobalIdentity | CeoPortalSession | CeoRecoveryCode | CeoRolloutState | CeoUnifiedConversation | CeoUnifiedMessage","","explicit-rbac","DIRECTOR","false","false","not-required","not-required","not-required","not-required","","","event.preventDefault",""
